,affiliation,friends_count,favourites_count,description,screen_name,geo_enabled,lang,verified,time_zone,statuses_count,followers_count,following,name,location,created_at,retweeted_count,profile_image_url,text,allies,new_text,new_retweet_count,new_created_at
29,L,4989,8371,"#BREXIT is our LAST CHANCE to #VoteLEAVE.Have #Courage #NO to #UncontrolledImmigration #LowWages #Fascism,#HousingCrisis,#Federalism #ElitestEU",BrexitNoww,False,en,False,,3265,3425,,Brexit Now,Brexit the movie,Fri Apr 15 18:44:45 +0000 2016,1385.0,http://pbs.twimg.com/profile_images/721069203990687744/OZFOdwXw_normal.jpg,"#VoteLEAVE 
Our LAST CHANCE to escape disaster unfolding across Europe:stark choices facing Britain Thursdays #EUref https://t.co/TX4spgKWGi","['he People of Europe urge YOU to #VoteLeave on Thursday to save #democracy in Europe.#VOTELEAVE @LeaveEUOfficial https', 'vote_leave', 'MdDeactivated', 'SteveBakerHW', 'SovBrit', 'DavidJo52951945', 'martijnheeroma', 'shipwrekked2', 'lostleonardo', 'ScotJock', 'SputnikInt', 'canofwormstwo', 'State_Control', 'Juliet777777', 'montie', 'keepcalm_change', 'JoKer33817736', 'terrylawes', 'DVATW', 'landloulou', 'JudyAnnKnight', 'Taleof2Treaties', 'Patriotic_Brit', 'Y_Eurosceptics', 'JagTerry', 'charlieT62', 'uniforbritain', '2tweetaboutit', 'Australiaunwra6', 'Michael_Heaver', '100pcLondoner', 'Karelcb', 'TonyParsonsUK', 'LondonLeave', 'Fight4UK', 'LeaveEUOfficial', 'JuliaHB1', 'NonjobSeven', 'DrTeckKhong', 'theordinaryman2', 'Ironwand', 'josephineleigh', 'Annie_DLV', 'Aussies4Britain', 'BrexitNoww', 'j3ffyb', 'shaunhush92', 'ernietvr', 'BBCNews', 'r2ssnc', 'BobsGutters']","RT @BrexitNoww: Probably #Paid for by #Criminal #GeorgeSoros
#Arrest #Soros
#CLOSEUKBordersNOW!
#HARDBREXIT
#BREXIT NOW! https://t.co/BcEaD…",2,Tue Mar 27 23:57:18 +0000 2018
30,R,4548,158,"MP for Brighton Pavilion, Former Leader of the Green Party, Mum",CarolineLucas,True,en,True,Hawaii,14884,173879,,Caroline Lucas,Brighton,Thu Oct 08 08:46:30 +0000 2009,1344.0,http://pbs.twimg.com/profile_images/742341404811100161/Upu4TZty_normal.png,The EU isn't perfect. But leaving would burn bridges when we need to be building them #GreenerIN #StrongerIn #EUref https://t.co/c1OW4TVi97,['TheGreenParty'],RT @jon_bartley: .@TheGreenParty councillors will always be a bold and brave voice for their community. One more councillor from one of the…,103,Fri Apr 06 11:04:41 +0000 2018
31,L,205,6108,"Radio presenter @talkRADIO 10am to 1pm every weekday. Journalist and broadcaster, mostly for @Telegraph @independent @SkyNews @BBC. @MiscarriageA ambassador",JuliaHB1,False,en,False,,46285,48978,,Julia Hartley-Brewer,London,Mon Jan 09 16:23:03 +0000 2012,1330.0,http://pbs.twimg.com/profile_images/718734739667070977/kpIl0tE5_normal.jpg,"So Remainers claim Leavers are ""quitters"" #ProudToBeAQuitter #Brexit https://t.co/vWiJdQD5Py","['StigAbell', 'TheSun']",RT @SnoozeInBrief: This may be the best poll I've ever done. https://t.co/7h9Png3VX4,9,Sun Apr 08 21:09:39 +0000 2018
32,R,1758,180,"Editor, BBC News Mobile and Online. Previously Editor, Radio 4's @bbcworldatone (#wato) and The World This Weekend (#tw2). #tomorrowspaperstoday",suttonnick,True,en,True,Amsterdam,53588,111562,,Nick Sutton,,Wed Feb 25 20:01:22 +0000 2009,1226.0,http://pbs.twimg.com/profile_images/1755035598/image_normal.jpg,"Wednesday's Daily Mirror front page:
vote remain tomorrow 
#tomorrowspaperstoday #bbcpapers #euref https://t.co/KijmQy7Z4x",['BBCNews'],"RT @Lussenpop: Masks, machetes, brass knuckles and broken safes: how a group of corrupt police officers terrorised the city of Baltimore ht…",62,Tue Apr 03 20:28:12 +0000 2018
33,N,17,7,"Stories direct from the @SkyNews newsroom. Tweet us your queries and questions. For breaking news, follow @SkyNewsBreak.",SkyNews,False,en,True,London,207155,3367355,,Sky News,"London, UK",Thu Jul 19 14:42:53 +0000 2007,1218.0,http://pbs.twimg.com/profile_images/596404466200489984/cZjPh8eP_normal.png,Not sure how to vote in the #EUref? Here's what the rival campaigns are saying about security https://t.co/gxRkP4akxq,[],"Police cuts 'likely' factor in serious crime rise, leaked report reveals https://t.co/2p8t93YtSk",32,Mon Apr 09 00:36:39 +0000 2018
34,R,390,3,Prime Minister and Leader of the @Conservatives,David_Cameron,False,en,True,London,2446,1493898,,David Cameron,UK,Fri Jan 08 19:23:35 +0000 2010,1217.0,http://pbs.twimg.com/profile_images/664868323377717248/E7dALt_-_normal.jpg,.@RuthDavidsonMSP and the team made the case to #VoteRemain with real passion. Leave had no plan and are asking us to leap in the dark.,[],"People wrongly believe that dementia is an inevitable part of ageing. But it’s caused by physical diseases that, th… https://t.co/MwhdlQicjC",377,Thu Mar 22 13:05:42 +0000 2018
35,R,12304,74841,"author, playwright, Southside of Chicago sistuh and Londoner, too. Politics, the rights of the other, cusine, music, the arts...and I love Robin Hood.",Bonn1eGreer,True,en,False,Amsterdam,40133,40531,,Bonnie Greer,London UK and beyond.,Mon Jun 18 10:42:30 +0000 2012,1171.0,http://pbs.twimg.com/profile_images/2318931685/Bonnie_Greer_Photo_normal.JPG,"High-street banks stockpiling cash for Fri: orders of financial regulator @FT
#Remain sane
https://t.co/7z7agQXEIm
https://t.co/yf9FcNmcTR","['paulconnew1', 'iratesheep', 'maiantra', 'benllewelyn', 'Another_Europe', 'SaveOurBBC_CIC', 'Jon_Date', 'HexAndBugs', 'SuzanneAnderegg', 'jk_rowling', 'michellegayle1']",RT @StuartPiper: I would like to publicly join the list [that includes @exitthelemming @RobertLindsay @Bonn1eGreer &amp; many @OlivierAwards at…,4,Mon Apr 09 00:15:51 +0000 2018
36,N,764,294,The first word in business news.,business,False,en,True,Eastern Time (US & Canada),154827,3215602,,Bloomberg,New York and the World,Thu Apr 23 20:05:17 +0000 2009,1170.0,http://pbs.twimg.com/profile_images/714946924105883648/4fgNVF4H_normal.jpg,Bookies and gamblers think the U.K. will opt to remain in the EU https://t.co/eFLw0TerVi #Brexit https://t.co/fGqsNY7wwM,[],"Trump’s ""Art of the Deal"" tactics face the ultimate test with China https://t.co/dCnpR1WQ5i https://t.co/BQ3PbESpPx",11,Mon Apr 09 00:53:02 +0000 2018
37,R,313,817,The progressive 'In' campaign against a British exit from the EU and for a social Europe Add #VoteIn to your profile: http://tinyurl.com/z2ce6mp,Another_Europe,False,en,False,,1945,6362,,Another Europe,UK,Mon Oct 05 09:32:56 +0000 2015,1161.0,http://pbs.twimg.com/profile_images/740903062621949953/gYwTWE_e_normal.jpg,"We are delighted Frances O'Grady will put the trade union case for Europe in major BBC debate tonight, 8pm #EUref https://t.co/vk9ZQkWgeC","['sam_parham', 'academicsforeu', 'ZoeJardiniere', 'davidschoibl', 'HumzaYousaf']","RT @nickdearden75: The British public rejects Liam Fox’s hard #Brexit, deregulatory US trade deal 82%-8% - Fox - you have no mandate. #ttip…",25,Sun Apr 08 17:31:48 +0000 2018
38,R,54,39,The Official Twitter page for Victoria Beckham,victoriabeckham,False,en,True,,2812,10117754,,Victoria Beckham,London,Tue Aug 31 18:06:25 +0000 2010,1153.0,http://pbs.twimg.com/profile_images/459373156919029760/kJ77xlgo_normal.jpeg,"#remain ðŸ‡¬ðŸ‡§
https://t.co/Wif5nZZU8k",[],Dresses and the #DorothyPump from my #VBSS18 show have arrived at #VBDoverSt and https://t.co/HnD2u2hrhy x VB https://t.co/5WcGMXcqAR,140,Thu Mar 29 16:07:01 +0000 2018
39,R,147,5424,"A B'stard who hates the lies and deception of politicians who these days, many are just in it for themselves. http://t.co/qlbKcra4Jf

http://t.co/1VNLiSmQDS",liarpoliticians,False,en,False,London,120775,13815,,liarpoliticians,Planet Earth.,Tue Mar 22 15:43:14 +0000 2011,1145.0,http://pbs.twimg.com/profile_images/1282825200/Alan_B_stard_normal.jpg,"No @SadiqKhan UK is 5th biggest economy due to City of London fraud, they launder for drug cartels etc.  #BBCDebate #Brexit #EURef","['JuliaHB1', 'romford_stu', 'VentYerSpleen', 'Holbornlolz']",@afneil See what Lord Adonis thinks of the way the BBC reports #Brexit... (BBC not doing HIS version of reporting h… https://t.co/VcIk9Ss3kv,0,Sun Apr 08 23:16:02 +0000 2018
40,L,2063,28066,UKIP Parliamentary spokesperson. Board member of @vote_leave. Founder @LipoedemaUK. Debrett's 500 2016. Petition: http://tinyurl.com/hoksol7,SuzanneEvans1,False,en,True,London,29130,23499,,Suzanne Evans,Wimbledon & Shrewsbury ,Mon Apr 27 14:55:26 +0000 2009,1113.0,http://pbs.twimg.com/profile_images/689234515965771776/WV4HAqLI_normal.png,Soros? Why's he worried? Wouldn't he just cash in? #BlackWednesday https://t.co/gh0ecB9FFn,"['Vote_LeaveMedia', 'simplysimontfa', 'LouiseMensch', 'beleaveuk', 'LondonLeave', 'BBCr4today', 'HenrySmithMP', 'RichardHilton1', 'DavidAGunn1', 'PoliticsSense', 'Barronak', 'vote_leave', 'RichardKing633', 'oflynnmep', 'gupta_james', 'MitchellGoldie', 'forbritain', 'CllrGurjitBains', 'lawyers4britain', 'WhiteWednesday', 'Swan1305', 'BradleyRAyres', 'MartinDaubney', 'NadineDorriesMP', 'Mike_Fabricant', 'KeechA13', 'VoteLeaveUKIP', 'ThomasEvansGB', 'WomenforBritain', 'FNTBD', 'MatthewSephton', 'josephineleigh', 'Australiaunwra6', 'Markit_tweet', 'JamesKnightTV', 'anna_firth', 'Brett_Rickles', 'emma_brining']",@matt_rapier @chootchyface Quite. And all those ‘cuts?’ Watch the bottom line of the budget: it always goes up. They keep on spending.,0,Sun Apr 08 20:04:55 +0000 2018
41,L,6788,3326,"Doglover,philosopher,monarchist&Tory.Blocked by Nicholas Soames,Rob HalfonMP,Owen Jones,Mo Ansar,Diane Abbott,George Galloway&Jeremy Corbyn, RTs not endorsement",bernerlap,True,en,False,,87897,11180,,Ann Sheridan,up a hill,Thu Apr 28 19:38:29 +0000 2011,1111.0,http://pbs.twimg.com/profile_images/744984758137065472/-tAZj82h_normal.jpg,#VoteLeave show your confidence in Britain https://t.co/qepdjXQcWi,"['magicalmousal', 'tj1969t', 'obviousreally', 'vote_leave', 'labourleave', 'banksthomasw', 'BBCPropaganda', 'Trev_Forrester', 'itvwestcountry', 'IanAxton', 'Nitram_MT', 'Fight4UK', 'theordinaryman2', 'jesuisturnip', 'A_Liberty_Rebel', 'PrescottBeth', 'jfbargh', 'solas56', 'jamescurtis8153', 'JorgenFaxholm', 'chrisaylett', 'qiauto', 'MarcherLord1', 'GrahamGtk1954', 'AndiNeglia', 'bernerlap', 'ilovepiesme', 'DrTeckKhong', 'JohnRentoul', 'LouiseMensch', 'JuliaHB1', 'VoteLeaveCymru', 'WhiteWednesday', 'LeaveEUOfficial', 'Tom_Slater_', 'raktimborpatra', 'cmackinlay', 'CharlesCrawford', 'DuncanHStephen', 'raggidman', 'Para_glider69', 'dobbs_michael', 'DominicFarrell', 'Vote_LeaveMedia', 'Stop_The_EU', 'Piekos', 'Stronger_ln', 'EuroGuido', 'Michael_Heaver', 'ianross6', 'Mike_Fabricant', 'Mix_Master_Mao', 'KirianSev', 'SeanLyness1', 'VoteLeaveUKIP', 'Ryan_WoodUK', 'DorianBurt', 'HeatherWheeler', 'mrDesStewart', 'ruminantsheep', 'pietercleppe', 'Nick_1683', 'MartinDaubney', 'SteveBakerHW', 'BrexitInJune', 'TheaDickinson', 'JamesDuddridge', 'tomchapman16', 'TellRanil', 'bernardjenkin', 'jasminancona', 'lawyers4britain', 'uniforbritain', 'GuidoFawkes', 'beleaveuk', 'conorburns_mp', 'geraldhowarth', 'DVATW', 'MediaGuido', 'SuzanneEvans1', 'exsacerdotal', 'NadineDorriesMP', 'Kat33e', 'Lizads3', 'Queen_UK', 'holland_tom', 'christevens', 'Cricket4Britain']",RT @Koba_: @sajidjavid @bernerlap @UKLabour Because @UKLabour want to destroy and remake Britain into a detestable and disgusting Marxist-s…,8,Sun Apr 08 21:05:39 +0000 2018
42,N,10,21,"We’re Reality Check from BBC News, back to cut through the spin and concentrate on the facts ahead of the EU Referendum.",BBCRealityCheck,False,en,True,London,1122,18375,,BBC Reality Check,London,Thu Mar 05 11:32:25 +0000 2015,1081.0,http://pbs.twimg.com/profile_images/701712010669641729/NSoTDCQ1_normal.jpg,.@FrancesOGrady says wages will be hit by Â£38 a week. Precise figures uncertain https://t.co/sSB0mjkf2A #BBCDebate #EUref,[],"Is #violence increasing exponentially?
https://t.co/ZimW9cq9Kk https://t.co/9lt7OwWYce",6,Fri Apr 06 15:07:31 +0000 2018
43,R,4722,5740,"The Liberal Democrats exist to build and safeguard a fair, free & open society in which no one is enslaved by poverty, ignorance or conformity Led by @timfarron",LibDems,True,en,True,London,24691,127248,,Liberal Democrats,United Kingdom,Tue May 01 10:08:54 +0000 2007,1057.0,http://pbs.twimg.com/profile_images/582512578598928384/QpLS8IJN_normal.jpg,The world’s most famous footballer backs #VoteRemain. Agree with him? Pledge now https://t.co/2w5TOrQM0y #INtogether https://t.co/Ch2tot3wD6,"['timfarron', 'GregMulholland1', 'Fleur_zegt', 'PenPendragon', 'nick_clegg', 'LDINtogether', 'trevdick', 'RolandRudd', 'LibDems', '38_degrees', 'dkeene', 'JamieLibDem', 'HertsSUGrainne', 'JamesMcGrory', 'AudreyEager', 'LorraineJohnson', 'billiepiper']","The Home Secretary's claim that police cuts do not affect crime levels is simply ""nonsense on stilts"" and ""she know… https://t.co/cCDITdQQbP",45,Sun Apr 08 23:06:09 +0000 2018
44,L,19921,78186,“I just would like for my grandchildren to read some day that I did my part in saving my country from this lunacy”,2tweetaboutit,False,en,False,London,128756,18605,,Vicky,,Tue Mar 13 09:57:39 +0000 2012,1056.0,http://pbs.twimg.com/profile_images/703285236612861952/yALbJeZG_normal.jpg,Soaring cost of teaching migrant children: Â£3 BILLION bill ‘another reason to quit EU' https://t.co/nBwAorH3Sf   #Brexit. #EUref #LeaveEU,"['LeaveEUOfficial', 'ScienceBritain', 'EUAreKidding', 'winningmoney', 'marksinco19800', 'MarkWalia', 'OpenBritain', 'david_standing', 'HandofGOD7', 'JamesDelingpole', 'KTHopkins', 'EuroGuido', 'PeaceOutCoUk', 'V5M1000', 'simplysimontfa', 'DVATW', 'thierrybaudet', 'justdavephelps', 'JASEMARKRUTTER', 'MattPope123', 'boogaloo44', 'pjpaton', 'patcondell', 'LadyMercia', 'oflynnmep', 'vote_leave', 'JDHughes4', 'LiamFoxMP', 'theordinaryman2', 'AwayFromMars', 'JennaVAtion', 'owenkirby', 'edwardsj1978', 'MrChrisLent', 'jongaunt', 'JuliaHB1', 'jim_c500', 'EU_Buster', 'lawyers4britain', 'DrTeckKhong', 'femiokes', 'CharlieRatster', 'RaheemKassam', 'PaulBrothwood', 'dobbs_michael', 'ukipwebmaster', 'SiDedman', 'Baldursrun', 'AnonymusPersona', 'Manville54', 'davidroachcouk', 'LPerrins', 'Kels_Arnold82', 'george_moties', 'LBC', 'terrylawes', 'UKIP', '2tweetaboutit', 'Jane_CollinsMEP', 'h8kes', 'MikeInCarleton', 'baggiedave70', '19Hope60', 'DarrelKwong', 'gupta_james', 'soesource', 'LouiseMensch', 'SirBentlyBlower', 'BrexitNoww', 'KoBarclay', 'Stop_The_EU', 'roygsymonds', 'HARRYCHUNKK', 'JulesSunbeam', 'Michael_Heaver', 'lizbilney', 'Vote_LeaveMedia', '100pcLondoner', 'UKIPWebb4London', 'StigAbell', 'avemariarebecca', 'pablothehat', 'PeterWilliamMos', 'NadineDorriesMP', 'sarahjanesewell', 'stardust193', 'unix_dude', 'BBCNews', 'josephineleigh', 'realdealdanny', 'ttimbertony']",RT @TheMoggfather: Love this! https://t.co/3P8rdZ5fKH,153,Sun Apr 08 22:26:23 +0000 2018
45,L,3728,550,MEP for the East of England,oflynnmep,False,en,True,London,58101,28082,,Patrick O'Flynn,,Mon Jun 21 15:14:53 +0000 2010,1046.0,http://pbs.twimg.com/profile_images/1149385684/patrick_oflynn_normal.jpg,Parsons absolutely nailing it with the audience in the country. A brilliant moment for Leave. #VoteLeave,"['obknit', 'VoteLeaveCymru', 'vote_leave', 'paulnuttallukip', 'Vote_LeaveMedia', 'HenrySmithMP', 'RichardHilton1', 'NathanGillMEP', 'igeldard', 'Meliden', 'dobbs_michael', 'Jade_S97', 'steven_winstone', 'montie', 'davidburrowesmp', 'NadineDorriesMP']","RT @thepileus: POLL:

The Observer is promoting a new Centrist political party funded by the Super Rich which would promote policies which…",692,Sun Apr 08 09:23:11 +0000 2018
46,N,14005,1161,"@BBCRadio4 flagship news programme, on air 6-9am weekdays and 7-9am on Saturday. Talk about the programme #r4today",BBCr4today,False,en,True,London,41665,548076,,BBC Radio 4 Today,"London, UK",Mon Aug 13 23:23:33 +0000 2007,1036.0,http://pbs.twimg.com/profile_images/458913607133061121/76RyVUuu_normal.jpeg,"Buckle up.

What does a car tell us about the EU? https://t.co/SBo9SgRuQa #EUref https://t.co/hrTt7K2gml","['BBCWorldatOne', 'BBCWorldTonight']",RT @BBCTomFeilden: Tomorrow on #r4today: Leonard Mlodinow on the elastic thinking needed to cope with the modern world https://t.co/vvnQ9yD…,1,Sun Apr 08 21:02:33 +0000 2018
47,L,652,609,Columnist for @TheTimes. I Tweet about US politics via @MontieUSA,montie,True,en,True,London,54110,97112,,Tim Montgomerie ن,,Fri Sep 05 03:13:55 +0000 2008,1000.0,http://pbs.twimg.com/profile_images/740888167994298368/K8AWwHUT_normal.jpg,#BBCDebate is going to be good for Leave. Remain wanted the image of #Brexit to be Farage - not two mums and UK's most popular politician,"['dobbs_michael', 'gupta_james', 'JuliaHB1']",@Nick_732 Good of you. Rare on Twitter,0,Sun Apr 08 22:53:34 +0000 2018
48,N,867,155,"Former Deputy Leader of the Labour Party, UK Deputy Prime Minister 1997-2007 and Sunday Mirror Columnist",johnprescott,True,en,True,London,21909,252017,,John Prescott,Hull,Thu Jan 22 11:53:45 +0000 2009,968.0,http://pbs.twimg.com/profile_images/734011154322886656/6cVPoJVK_normal.jpg,"Night folks. Up early tomorrow. Enjoyed reading your #BBCDebate tweets.
But whether you're leave or remain, please vote. #euref",['DavidPrescott'],"RT @DavidPrescott: Back home after campaigning for brilliant council candidates in Runcorn, East Hull and West Hull. 
Proud to stand - and…",9,Sun Apr 08 19:43:01 +0000 2018
49,L,23459,12099,★ Independent Media ★,ohboywhatashot,False,en,False,Amsterdam,11086,37522,,Oh boy what a shot,,Sun Oct 31 18:33:03 +0000 2010,953.0,http://pbs.twimg.com/profile_images/3677811051/8c4259531e16ce358ed463771d0c5c3e_normal.jpeg,#VoteLeave https://t.co/NRXNpOGJuG,['LeaveEUOfficial'],.... March / April,0,Sun Apr 08 18:52:03 +0000 2018
50,L,46657,37381,"American #Entrepreneur, athlete, globetrotter living in #Washington #DC @EmmeGirls COO @GlobalBoost CEO. #Blockchain $BSTY #Gold #ModelBuzz #veterans",NetworksManager,True,en,False,Quito,59222,47252,,"Bruce Porter, Jr.",Washington DC,Fri Feb 19 14:51:42 +0000 2010,952.0,http://pbs.twimg.com/profile_images/1556385057/Emme_Porter__Bruce_Porter_Jr_at_Green_Cup_of_Polo_Eco_Gala_L2_Lounge_DC_normal.jpg,Sooner u realize koran teach invade by migration &amp, this same enemy we had to kill 1000 yr ago the better.@DebbieDo75 https://t.co/eSeo2l6xHr,"RT @BasedMonitored: If Israel wants to strike Syria then they can do it themselves! 

https://t.co/8jx68F8x3q https://t.co/NF5dytXgGK",132,Sun Apr 08 21:08:31 +0000 2018
51,L,3700,1593,"#brexit is all about democracy. Being able to democratically control the laws, borders, trade, & costs of OUR country. #remain don't want this. #VoteLeave",Patriotic_Brit,True,en-GB,False,,10021,2491,,British Patriot,,Fri Mar 04 07:03:30 +0000 2016,944.0,http://pbs.twimg.com/profile_images/743052357601132544/7PC4uRwW_normal.jpg,Dear @JunckerEU this is MY flag. This is MY country. Hands off. #voteleave not #remain. #euref #LeaveEU https://t.co/eDvJMFJujs,"['LouiseMensch', 'vote_leave', 'richyh5712', 'K69atie', 'Anorakian', 'Gertusout', 'brexit_yes', 'Arron_banks', 'LeaveEUOfficial', 'BeeAHoney_', 'jezz455', 'belfastjj', 'BrianMcAuslan', 'DanHannanMEP', 'KTHopkins', 'ukleave_eu', 'MCH1951', 'WalkerTheCrisp', 'LesleyMillercyp', 'kipperlounge', 'CommonSenseNic', 'glopol_analysis', 'zen9993', 'MdDeactivated', 'MidEastNews', 'Patriotic_Brit', 'DeniseDennyp342', 'CarynCain', 'theordinaryman2', 'TGRWorzel', 'davidroachcouk', 'DVATW', 'stardust193', 'RichardWellings', 'GrrrrJones', 'DavidJo52951945', 'BrexitInJune', 'terrylawes', 'CllrBSilvester', 'nic9nein9', 'lonie_mark', 'A_Tsatiashvili', 'jennyriarchi', 'alanjamesrees', 'Vote_LeaveMedia', 'uniforbritain', 'V_of_Europe', 'Based_Vader', 'Markymoomoo39', 'forbritain', 'Htimsnalced', 'DaveT100', 'AnnedeAnnie', 'mg_jacobs', 'Barber1956', 'Glo_Thienel', 'nicholashill', 'huckle_paul', 'yorkshirebec', 'Perry7895', 'mkpdavies', 'Complaining_Q', 'Calgacus2016', 'LiamPLEdwards', 'numpty_moan', 'MatthewSephton', 'LewisCallum', 'Brianna_Bethany', 'connor_audrey']",🎉 https://t.co/B5QAq14LeG,8,Mon Jul 03 11:02:51 +0000 2017
52,R,555,16,"Football writer and broadcaster, England correspondent of France Football and RMC, contributor to The Blizzard and 8x8. Musician when none of the above.",PhilippeAuclair,False,en,False,Casablanca,28248,113753,,Philippe Auclair,London,Thu Oct 20 23:14:11 +0000 2011,934.0,http://pbs.twimg.com/profile_images/1598598366/Philippe_Portrait_2_-_small_size_normal.jpg,What about 'working-class lad who went on to captain his country through talent and hard work'? https://t.co/syoz0LD4EA,[],@Quinntactics My recollection is that he had to fight to get any - which was not Elvis's fault. Happy to be corrected.,0,Sun Apr 08 17:09:55 +0000 2018
53,L,1661,1162,Conservative MP for Wycombe since 2010. Tweets from Steve and the team.,SteveBakerHW,True,en,True,London,20571,15224,,Steve Baker MP,"Wycombe, UK",Wed Jun 18 12:32:28 +0000 2008,927.0,http://pbs.twimg.com/profile_images/653217860693524481/9sge431f_normal.png,#VoteLeave  https://t.co/TTLdFJKh52,"['consforbritain', 'vote_leave', 'Royston_Smith', 'Vote_LeaveMedia', 'hawkstias', 'andrealeadsom', 'BrexitInJune', 'forbritain', 'WomenforBritain', 'JamesDuddridge', 'lawyers4britain', 'uniforbritain', '_hanimustafa', 'beleaveuk', 'MitchellGoldie', 'LondonCF']","Happy to see Spring beginning in earnest in Wycombe 😀 @ High Wycombe, Buckinghamshire https://t.co/JZtBa8rhL0",1,Sat Apr 07 14:22:21 +0000 2018
